ACCESS_label,HHL_label,FINCP,NPF,GRPIP
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,215000,4,16
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,215000,4,16
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,215000,4,16
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,215000,4,16
"Yes, by paying a cell phone company or Internet service provider",Spanish,37000,2,37
"Yes, by paying a cell phone company or Internet service provider",Spanish,37000,2,37
"Yes, by paying a cell phone company or Internet service provider",English only,130000,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,130000,2,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,56000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,56000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,56000,4,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,56000,4,29
"Yes, without paying a cell phone company or Internet service provider",Spanish,-60000,1,101
"Yes, without paying a cell phone company or Internet service provider",Spanish,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,71
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,6
"Yes, without paying a cell phone company or Internet service provider",Spanish,20410,2,65
"Yes, without paying a cell phone company or Internet service provider",Spanish,20410,2,65
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,-60000,1,40
"Yes, by paying a cell phone company or Internet service provider",English only,53000,3,11
"Yes, by paying a cell phone company or Internet service provider",English only,53000,3,11
"Yes, by paying a cell phone company or Internet service provider",English only,53000,3,11
"Yes, by paying a cell phone company or Internet service provider",English only,53000,3,11
"Yes, by paying a cell phone company or Internet service provider",English only,1000,2,23
"Yes, by paying a cell phone company or Internet service provider",English only,1000,2,23
"Yes, by paying a cell phone company or Internet service provider",English only,1000,2,23
"Yes, by paying a cell phone company or Internet service provider",English only,1000,2,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,39000,4,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,39000,4,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,39000,4,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,39000,4,101
"No access to the Internet at this house, apartment, or mobile home",Asian and Pacific Island languages,66400,2,28
"No access to the Internet at this house, apartment, or mobile home",Asian and Pacific Island languages,66400,2,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,15200,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,15200,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,15200,3,101
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,39
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,4900,2,27
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,4900,2,27
"Yes, by paying a cell phone company or Internet service provider",English only,27000,2,77
"Yes, by paying a cell phone company or Internet service provider",English only,27000,2,77
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,38
"Yes, by paying a cell phone company or Internet service provider",English only,55000,2,46
"Yes, by paying a cell phone company or Internet service provider",English only,55000,2,46
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,24
"No access to the Internet at this house, apartment, or mobile home",Spanish,-60000,1,51
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,44
"Yes, by paying a cell phone company or Internet service provider",English only,44000,4,29
"Yes, by paying a cell phone company or Internet service provider",English only,44000,4,29
"Yes, by paying a cell phone company or Internet service provider",English only,44000,4,29
"Yes, by paying a cell phone company or Internet service provider",English only,44000,4,29
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,83000,2,22
"Yes, by paying a cell phone company or Internet service provider",English only,83000,2,22
"Yes, by paying a cell phone company or Internet service provider",English only,245000,3,3
"Yes, by paying a cell phone company or Internet service provider",English only,245000,3,3
